legislator,rollcall,vote,yea,.rollcall_id,party,.legis_id
CLINTON (D NY),2-62,6,FALSE,372,Democratic,65
SCHUMER (D NY),2-62,6,FALSE,372,Democratic,66
BURR (R NC),2-62,1,TRUE,372,Republican,67
DOLE (R NC),2-62,1,TRUE,372,Republican,68
CONRAD (D ND),2-62,6,FALSE,372,Democratic,69
DORGAN (D ND),2-62,6,FALSE,372,Democratic,70
DEWINE (R OH),2-62,6,FALSE,372,Republican,71
VOINOVICH (R OH),2-62,1,TRUE,372,Republican,72
INHOFE (R OK),2-62,1,TRUE,372,Republican,73
COBURN (R OK),2-62,1,TRUE,372,Republican,74
SMITH (R OR),2-62,6,FALSE,372,Republican,75
WYDEN (D OR),2-62,6,FALSE,372,Democratic,76
SANTORUM (R PA),2-62,1,TRUE,372,Republican,77
SPECTER (R PA),2-62,6,FALSE,372,Republican,78
CHAFEE (R RI),2-62,6,FALSE,372,Republican,79
REED (D RI),2-62,6,FALSE,372,Democratic,80
DEMINT (R SC),2-62,1,TRUE,372,Republican,81
GRAHAM (R SC),2-62,1,TRUE,372,Republican,82
THUNE (R SD),2-62,1,TRUE,372,Republican,83
JOHNSON (D SD),2-62,6,FALSE,372,Democratic,84
FRIST (R TN),2-62,1,TRUE,372,Republican,85
ALEXANDER (R TN),2-62,1,TRUE,372,Republican,86
CORNYN (R TX),2-62,1,TRUE,372,Republican,87
HUTCHISON (R TX),2-62,6,FALSE,372,Republican,88
BENNETT (R UT),2-62,1,TRUE,372,Republican,89
HATCH (R UT),2-62,1,TRUE,372,Republican,90
JEFFORDS (Indep VT),2-62,6,FALSE,372,Independent,91
LEAHY (D VT),2-62,6,FALSE,372,Democratic,92
ALLEN (R VA),2-62,1,TRUE,372,Republican,93
WARNER (R VA),2-62,1,TRUE,372,Republican,94
CANTWELL (D WA),2-62,6,FALSE,372,Democratic,95
MURRAY (D WA),2-62,6,FALSE,372,Democratic,96
BYRD (D WV),2-62,6,FALSE,372,Democratic,97
ROCKEFELLER (D WV),2-62,6,FALSE,372,Democratic,98
FEINGOLD (D WI),2-62,6,FALSE,372,Democratic,99
KOHL (D WI),2-62,6,FALSE,372,Democratic,100
ENZI (R WY),2-62,1,TRUE,372,Republican,101
THOMAS (R WY),2-62,6,FALSE,372,Republican,102
SESSIONS (R AL),2-63,6,FALSE,373,Republican,2
SHELBY (R AL),2-63,6,FALSE,373,Republican,3
MURKOWSKI (R AK),2-63,6,FALSE,373,Republican,4
STEVENS (R AK),2-63,6,FALSE,373,Republican,5
KYL (R AZ),2-63,6,FALSE,373,Republican,6
MCCAIN (R AZ),2-63,6,FALSE,373,Republican,7
PRYOR (D AR),2-63,1,TRUE,373,Democratic,8
LINCOLN (D AR),2-63,1,TRUE,373,Democratic,9
BOXER (D CA),2-63,1,TRUE,373,Democratic,10
FEINSTEIN (D CA),2-63,1,TRUE,373,Democratic,11
ALLARD (R CO),2-63,6,FALSE,373,Republican,12
SALAZAR (D CO),2-63,1,TRUE,373,Democratic,13
DODD (D CT),2-63,1,TRUE,373,Democratic,14
LIEBERMAN (D CT),2-63,1,TRUE,373,Democratic,15
BIDEN (D DE),2-63,1,TRUE,373,Democratic,16
CARPER (D DE),2-63,1,TRUE,373,Democratic,17
MARTINEZ (R FL),2-63,6,FALSE,373,Republican,18
NELSON (D FL),2-63,1,TRUE,373,Democratic,19
CHAMBLISS (R GA),2-63,6,FALSE,373,Republican,20
ISAKSON (R GA),2-63,6,FALSE,373,Republican,21
AKAKA (D HI),2-63,1,TRUE,373,Democratic,22
INOUYE (D HI),2-63,1,TRUE,373,Democratic,23
CRAIG (R ID),2-63,6,FALSE,373,Republican,24
CRAPO (R ID),2-63,6,FALSE,373,Republican,25
DURBIN (D IL),2-63,1,TRUE,373,Democratic,26
OBAMA (D IL),2-63,1,TRUE,373,Democratic,27
BAYH (D IN),2-63,1,TRUE,373,Democratic,28
LUGAR (R IN),2-63,6,FALSE,373,Republican,29
GRASSLEY (R IA),2-63,6,FALSE,373,Republican,30
HARKIN (D IA),2-63,1,TRUE,373,Democratic,31
BROWNBACK (R KS),2-63,6,FALSE,373,Republican,32
ROBERTS (R KS),2-63,6,FALSE,373,Republican,33
BUNNING (R KY),2-63,6,FALSE,373,Republican,34
MCCONNELL (R KY),2-63,6,FALSE,373,Republican,35
VITTER (R LA),2-63,6,FALSE,373,Republican,36
LANDRIEU (D LA),2-63,1,TRUE,373,Democratic,37
COLLINS (R ME),2-63,6,FALSE,373,Republican,38
SNOWE (R ME),2-63,1,TRUE,373,Republican,39
MIKULSKI (D MD),2-63,1,TRUE,373,Democratic,40
SARBANES (D MD),2-63,1,TRUE,373,Democratic,41
KENNEDY (D MA),2-63,1,TRUE,373,Democratic,42
KERRY (D MA),2-63,1,TRUE,373,Democratic,43
STABENOW (D MI),2-63,1,TRUE,373,Democratic,44
LEVIN (D MI),2-63,1,TRUE,373,Democratic,45
DAYTON (D MN),2-63,1,TRUE,373,Democratic,46
COLEMAN (R MN),2-63,6,FALSE,373,Republican,47
COCHRAN (R MS),2-63,6,FALSE,373,Republican,48
LOTT (R MS),2-63,6,FALSE,373,Republican,49
TALENT (R MO),2-63,6,FALSE,373,Republican,50
BOND (R MO),2-63,6,FALSE,373,Republican,51
BAUCUS (D MT),2-63,1,TRUE,373,Democratic,52
BURNS (R MT),2-63,6,FALSE,373,Republican,53
HAGEL (R NE),2-63,6,FALSE,373,Republican,54
NELSON (D NE),2-63,6,FALSE,373,Democratic,55
ENSIGN (R NV),2-63,6,FALSE,373,Republican,56
REID (D NV),2-63,1,TRUE,373,Democratic,57
GREGG (R NH),2-63,6,FALSE,373,Republican,58
SUNUNU (R NH),2-63,6,FALSE,373,Republican,59
MENENDEZ (D NJ),2-63,1,TRUE,373,Democratic,61
LAUTENBERG (D NJ),2-63,1,TRUE,373,Democratic,62
BINGAMAN (D NM),2-63,1,TRUE,373,Democratic,63
DOMENICI (R NM),2-63,6,FALSE,373,Republican,64
CLINTON (D NY),2-63,1,TRUE,373,Democratic,65
SCHUMER (D NY),2-63,1,TRUE,373,Democratic,66
BURR (R NC),2-63,6,FALSE,373,Republican,67
DOLE (R NC),2-63,6,FALSE,373,Republican,68
CONRAD (D ND),2-63,1,TRUE,373,Democratic,69
DORGAN (D ND),2-63,1,TRUE,373,Democratic,70
DEWINE (R OH),2-63,6,FALSE,373,Republican,71
VOINOVICH (R OH),2-63,6,FALSE,373,Republican,72
INHOFE (R OK),2-63,6,FALSE,373,Republican,73
COBURN (R OK),2-63,6,FALSE,373,Republican,74
SMITH (R OR),2-63,6,FALSE,373,Republican,75
WYDEN (D OR),2-63,1,TRUE,373,Democratic,76
SANTORUM (R PA),2-63,6,FALSE,373,Republican,77
SPECTER (R PA),2-63,1,TRUE,373,Republican,78
CHAFEE (R RI),2-63,6,FALSE,373,Republican,79
REED (D RI),2-63,1,TRUE,373,Democratic,80
DEMINT (R SC),2-63,6,FALSE,373,Republican,81
GRAHAM (R SC),2-63,6,FALSE,373,Republican,82
THUNE (R SD),2-63,6,FALSE,373,Republican,83
JOHNSON (D SD),2-63,1,TRUE,373,Democratic,84
FRIST (R TN),2-63,6,FALSE,373,Republican,85
ALEXANDER (R TN),2-63,6,FALSE,373,Republican,86
CORNYN (R TX),2-63,6,FALSE,373,Republican,87
HUTCHISON (R TX),2-63,6,FALSE,373,Republican,88
BENNETT (R UT),2-63,6,FALSE,373,Republican,89
HATCH (R UT),2-63,6,FALSE,373,Republican,90
JEFFORDS (Indep VT),2-63,1,TRUE,373,Independent,91
LEAHY (D VT),2-63,1,TRUE,373,Democratic,92
ALLEN (R VA),2-63,6,FALSE,373,Republican,93
WARNER (R VA),2-63,6,FALSE,373,Republican,94
CANTWELL (D WA),2-63,1,TRUE,373,Democratic,95
MURRAY (D WA),2-63,1,TRUE,373,Democratic,96
BYRD (D WV),2-63,1,TRUE,373,Democratic,97
ROCKEFELLER (D WV),2-63,1,TRUE,373,Democratic,98
FEINGOLD (D WI),2-63,1,TRUE,373,Democratic,99
KOHL (D WI),2-63,1,TRUE,373,Democratic,100
ENZI (R WY),2-63,6,FALSE,373,Republican,101
THOMAS (R WY),2-63,6,FALSE,373,Republican,102
SESSIONS (R AL),2-64,6,FALSE,374,Republican,2
SHELBY (R AL),2-64,6,FALSE,374,Republican,3
MURKOWSKI (R AK),2-64,6,FALSE,374,Republican,4
STEVENS (R AK),2-64,6,FALSE,374,Republican,5
KYL (R AZ),2-64,6,FALSE,374,Republican,6
MCCAIN (R AZ),2-64,6,FALSE,374,Republican,7
PRYOR (D AR),2-64,1,TRUE,374,Democratic,8
LINCOLN (D AR),2-64,1,TRUE,374,Democratic,9
BOXER (D CA),2-64,1,TRUE,374,Democratic,10
FEINSTEIN (D CA),2-64,1,TRUE,374,Democratic,11
ALLARD (R CO),2-64,6,FALSE,374,Republican,12
SALAZAR (D CO),2-64,1,TRUE,374,Democratic,13
DODD (D CT),2-64,1,TRUE,374,Democratic,14
LIEBERMAN (D CT),2-64,1,TRUE,374,Democratic,15
BIDEN (D DE),2-64,1,TRUE,374,Democratic,16
CARPER (D DE),2-64,1,TRUE,374,Democratic,17
MARTINEZ (R FL),2-64,6,FALSE,374,Republican,18
NELSON (D FL),2-64,1,TRUE,374,Democratic,19
CHAMBLISS (R GA),2-64,6,FALSE,374,Republican,20
ISAKSON (R GA),2-64,6,FALSE,374,Republican,21
AKAKA (D HI),2-64,1,TRUE,374,Democratic,22
INOUYE (D HI),2-64,1,TRUE,374,Democratic,23
CRAIG (R ID),2-64,6,FALSE,374,Republican,24
CRAPO (R ID),2-64,6,FALSE,374,Republican,25
DURBIN (D IL),2-64,1,TRUE,374,Democratic,26
OBAMA (D IL),2-64,1,TRUE,374,Democratic,27
BAYH (D IN),2-64,1,TRUE,374,Democratic,28
LUGAR (R IN),2-64,6,FALSE,374,Republican,29
GRASSLEY (R IA),2-64,6,FALSE,374,Republican,30
HARKIN (D IA),2-64,1,TRUE,374,Democratic,31
BROWNBACK (R KS),2-64,6,FALSE,374,Republican,32
ROBERTS (R KS),2-64,6,FALSE,374,Republican,33
BUNNING (R KY),2-64,6,FALSE,374,Republican,34
MCCONNELL (R KY),2-64,6,FALSE,374,Republican,35
VITTER (R LA),2-64,6,FALSE,374,Republican,36
LANDRIEU (D LA),2-64,1,TRUE,374,Democratic,37
COLLINS (R ME),2-64,1,TRUE,374,Republican,38
SNOWE (R ME),2-64,1,TRUE,374,Republican,39
MIKULSKI (D MD),2-64,1,TRUE,374,Democratic,40
SARBANES (D MD),2-64,1,TRUE,374,Democratic,41
KENNEDY (D MA),2-64,1,TRUE,374,Democratic,42
KERRY (D MA),2-64,1,TRUE,374,Democratic,43
STABENOW (D MI),2-64,1,TRUE,374,Democratic,44
LEVIN (D MI),2-64,1,TRUE,374,Democratic,45
DAYTON (D MN),2-64,1,TRUE,374,Democratic,46
COLEMAN (R MN),2-64,6,FALSE,374,Republican,47
COCHRAN (R MS),2-64,6,FALSE,374,Republican,48
LOTT (R MS),2-64,6,FALSE,374,Republican,49
TALENT (R MO),2-64,6,FALSE,374,Republican,50
BOND (R MO),2-64,6,FALSE,374,Republican,51
BAUCUS (D MT),2-64,1,TRUE,374,Democratic,52
BURNS (R MT),2-64,6,FALSE,374,Republican,53
HAGEL (R NE),2-64,6,FALSE,374,Republican,54
NELSON (D NE),2-64,1,TRUE,374,Democratic,55
ENSIGN (R NV),2-64,6,FALSE,374,Republican,56
REID (D NV),2-64,1,TRUE,374,Democratic,57
GREGG (R NH),2-64,6,FALSE,374,Republican,58
SUNUNU (R NH),2-64,6,FALSE,374,Republican,59
MENENDEZ (D NJ),2-64,1,TRUE,374,Democratic,61
LAUTENBERG (D NJ),2-64,1,TRUE,374,Democratic,62
BINGAMAN (D NM),2-64,1,TRUE,374,Democratic,63
DOMENICI (R NM),2-64,6,FALSE,374,Republican,64
CLINTON (D NY),2-64,1,TRUE,374,Democratic,65
SCHUMER (D NY),2-64,1,TRUE,374,Democratic,66
BURR (R NC),2-64,6,FALSE,374,Republican,67
DOLE (R NC),2-64,6,FALSE,374,Republican,68
CONRAD (D ND),2-64,1,TRUE,374,Democratic,69
DORGAN (D ND),2-64,1,TRUE,374,Democratic,70
DEWINE (R OH),2-64,1,TRUE,374,Republican,71
VOINOVICH (R OH),2-64,6,FALSE,374,Republican,72
INHOFE (R OK),2-64,6,FALSE,374,Republican,73
COBURN (R OK),2-64,6,FALSE,374,Republican,74
SMITH (R OR),2-64,6,FALSE,374,Republican,75
WYDEN (D OR),2-64,1,TRUE,374,Democratic,76
SANTORUM (R PA),2-64,6,FALSE,374,Republican,77
SPECTER (R PA),2-64,6,FALSE,374,Republican,78
CHAFEE (R RI),2-64,1,TRUE,374,Republican,79
REED (D RI),2-64,1,TRUE,374,Democratic,80
DEMINT (R SC),2-64,6,FALSE,374,Republican,81
GRAHAM (R SC),2-64,6,FALSE,374,Republican,82
THUNE (R SD),2-64,6,FALSE,374,Republican,83
JOHNSON (D SD),2-64,1,TRUE,374,Democratic,84
FRIST (R TN),2-64,6,FALSE,374,Republican,85
ALEXANDER (R TN),2-64,6,FALSE,374,Republican,86
CORNYN (R TX),2-64,6,FALSE,374,Republican,87
HUTCHISON (R TX),2-64,6,FALSE,374,Republican,88
BENNETT (R UT),2-64,6,FALSE,374,Republican,89
HATCH (R UT),2-64,6,FALSE,374,Republican,90
JEFFORDS (Indep VT),2-64,1,TRUE,374,Independent,91
LEAHY (D VT),2-64,1,TRUE,374,Democratic,92
ALLEN (R VA),2-64,6,FALSE,374,Republican,93
WARNER (R VA),2-64,6,FALSE,374,Republican,94
CANTWELL (D WA),2-64,1,TRUE,374,Democratic,95
MURRAY (D WA),2-64,1,TRUE,374,Democratic,96
BYRD (D WV),2-64,1,TRUE,374,Democratic,97
ROCKEFELLER (D WV),2-64,1,TRUE,374,Democratic,98
FEINGOLD (D WI),2-64,1,TRUE,374,Democratic,99
KOHL (D WI),2-64,1,TRUE,374,Democratic,100
ENZI (R WY),2-64,6,FALSE,374,Republican,101
THOMAS (R WY),2-64,6,FALSE,374,Republican,102
SESSIONS (R AL),2-65,1,TRUE,375,Republican,2
SHELBY (R AL),2-65,6,FALSE,375,Republican,3
STEVENS (R AK),2-65,6,FALSE,375,Republican,5
KYL (R AZ),2-65,1,TRUE,375,Republican,6
MCCAIN (R AZ),2-65,1,TRUE,375,Republican,7
PRYOR (D AR),2-65,6,FALSE,375,Democratic,8
LINCOLN (D AR),2-65,6,FALSE,375,Democratic,9
BOXER (D CA),2-65,6,FALSE,375,Democratic,10
FEINSTEIN (D CA),2-65,6,FALSE,375,Democratic,11
ALLARD (R CO),2-65,1,TRUE,375,Republican,12
SALAZAR (D CO),2-65,6,FALSE,375,Democratic,13
DODD (D CT),2-65,6,FALSE,375,Democratic,14
LIEBERMAN (D CT),2-65,6,FALSE,375,Democratic,15
BIDEN (D DE),2-65,6,FALSE,375,Democratic,16
CARPER (D DE),2-65,6,FALSE,375,Democratic,17
MARTINEZ (R FL),2-65,1,TRUE,375,Republican,18
NELSON (D FL),2-65,6,FALSE,375,Democratic,19
CHAMBLISS (R GA),2-65,1,TRUE,375,Republican,20
ISAKSON (R GA),2-65,1,TRUE,375,Republican,21
AKAKA (D HI),2-65,6,FALSE,375,Democratic,22
INOUYE (D HI),2-65,6,FALSE,375,Democratic,23
CRAIG (R ID),2-65,1,TRUE,375,Republican,24
CRAPO (R ID),2-65,1,TRUE,375,Republican,25
DURBIN (D IL),2-65,6,FALSE,375,Democratic,26
OBAMA (D IL),2-65,6,FALSE,375,Democratic,27
BAYH (D IN),2-65,6,FALSE,375,Democratic,28
LUGAR (R IN),2-65,6,FALSE,375,Republican,29
GRASSLEY (R IA),2-65,1,TRUE,375,Republican,30
HARKIN (D IA),2-65,6,FALSE,375,Democratic,31
BROWNBACK (R KS),2-65,1,TRUE,375,Republican,32
ROBERTS (R KS),2-65,6,FALSE,375,Republican,33
BUNNING (R KY),2-65,1,TRUE,375,Republican,34
MCCONNELL (R KY),2-65,1,TRUE,375,Republican,35
VITTER (R LA),2-65,1,TRUE,375,Republican,36
LANDRIEU (D LA),2-65,6,FALSE,375,Democratic,37
COLLINS (R ME),2-65,6,FALSE,375,Republican,38
SNOWE (R ME),2-65,6,FALSE,375,Republican,39
MIKULSKI (D MD),2-65,6,FALSE,375,Democratic,40
SARBANES (D MD),2-65,6,FALSE,375,Democratic,41
KENNEDY (D MA),2-65,6,FALSE,375,Democratic,42
KERRY (D MA),2-65,6,FALSE,375,Democratic,43
STABENOW (D MI),2-65,6,FALSE,375,Democratic,44
LEVIN (D MI),2-65,6,FALSE,375,Democratic,45
DAYTON (D MN),2-65,6,FALSE,375,Democratic,46
COLEMAN (R MN),2-65,6,FALSE,375,Republican,47
COCHRAN (R MS),2-65,6,FALSE,375,Republican,48
TALENT (R MO),2-65,6,FALSE,375,Republican,50
BOND (R MO),2-65,6,FALSE,375,Republican,51
BAUCUS (D MT),2-65,6,FALSE,375,Democratic,52
BURNS (R MT),2-65,1,TRUE,375,Republican,53
HAGEL (R NE),2-65,1,TRUE,375,Republican,54
NELSON (D NE),2-65,1,TRUE,375,Democratic,55
ENSIGN (R NV),2-65,1,TRUE,375,Republican,56
REID (D NV),2-65,6,FALSE,375,Democratic,57
GREGG (R NH),2-65,1,TRUE,375,Republican,58
SUNUNU (R NH),2-65,1,TRUE,375,Republican,59
MENENDEZ (D NJ),2-65,6,FALSE,375,Democratic,61
LAUTENBERG (D NJ),2-65,6,FALSE,375,Democratic,62
BINGAMAN (D NM),2-65,6,FALSE,375,Democratic,63
CLINTON (D NY),2-65,6,FALSE,375,Democratic,65
SCHUMER (D NY),2-65,6,FALSE,375,Democratic,66
BURR (R NC),2-65,1,TRUE,375,Republican,67
DOLE (R NC),2-65,1,TRUE,375,Republican,68
CONRAD (D ND),2-65,6,FALSE,375,Democratic,69
DORGAN (D ND),2-65,6,FALSE,375,Democratic,70
DEWINE (R OH),2-65,6,FALSE,375,Republican,71
VOINOVICH (R OH),2-65,6,FALSE,375,Republican,72
INHOFE (R OK),2-65,1,TRUE,375,Republican,73
COBURN (R OK),2-65,1,TRUE,375,Republican,74
SMITH (R OR),2-65,6,FALSE,375,Republican,75
WYDEN (D OR),2-65,6,FALSE,375,Democratic,76
SANTORUM (R PA),2-65,1,TRUE,375,Republican,77
SPECTER (R PA),2-65,6,FALSE,375,Republican,78
CHAFEE (R RI),2-65,6,FALSE,375,Republican,79
REED (D RI),2-65,6,FALSE,375,Democratic,80
DEMINT (R SC),2-65,1,TRUE,375,Republican,81
GRAHAM (R SC),2-65,1,TRUE,375,Republican,82
THUNE (R SD),2-65,1,TRUE,375,Republican,83
JOHNSON (D SD),2-65,6,FALSE,375,Democratic,84
FRIST (R TN),2-65,1,TRUE,375,Republican,85
ALEXANDER (R TN),2-65,6,FALSE,375,Republican,86
CORNYN (R TX),2-65,1,TRUE,375,Republican,87
HUTCHISON (R TX),2-65,1,TRUE,375,Republican,88
BENNETT (R UT),2-65,6,FALSE,375,Republican,89
HATCH (R UT),2-65,1,TRUE,375,Republican,90
JEFFORDS (Indep VT),2-65,6,FALSE,375,Independent,91
LEAHY (D VT),2-65,6,FALSE,375,Democratic,92
ALLEN (R VA),2-65,1,TRUE,375,Republican,93
WARNER (R VA),2-65,6,FALSE,375,Republican,94
CANTWELL (D WA),2-65,6,FALSE,375,Democratic,95
MURRAY (D WA),2-65,6,FALSE,375,Democratic,96
BYRD (D WV),2-65,6,FALSE,375,Democratic,97
ROCKEFELLER (D WV),2-65,6,FALSE,375,Democratic,98
FEINGOLD (D WI),2-65,6,FALSE,375,Democratic,99
KOHL (D WI),2-65,6,FALSE,375,Democratic,100
ENZI (R WY),2-65,1,TRUE,375,Republican,101
THOMAS (R WY),2-65,1,TRUE,375,Republican,102
SESSIONS (R AL),2-66,6,FALSE,376,Republican,2
SHELBY (R AL),2-66,6,FALSE,376,Republican,3
MURKOWSKI (R AK),2-66,6,FALSE,376,Republican,4
STEVENS (R AK),2-66,6,FALSE,376,Republican,5
KYL (R AZ),2-66,6,FALSE,376,Republican,6
MCCAIN (R AZ),2-66,6,FALSE,376,Republican,7
PRYOR (D AR),2-66,1,TRUE,376,Democratic,8
LINCOLN (D AR),2-66,1,TRUE,376,Democratic,9
BOXER (D CA),2-66,1,TRUE,376,Democratic,10
FEINSTEIN (D CA),2-66,1,TRUE,376,Democratic,11
ALLARD (R CO),2-66,6,FALSE,376,Republican,12
SALAZAR (D CO),2-66,1,TRUE,376,Democratic,13
DODD (D CT),2-66,1,TRUE,376,Democratic,14
LIEBERMAN (D CT),2-66,1,TRUE,376,Democratic,15
BIDEN (D DE),2-66,1,TRUE,376,Democratic,16
CARPER (D DE),2-66,1,TRUE,376,Democratic,17
MARTINEZ (R FL),2-66,6,FALSE,376,Republican,18
NELSON (D FL),2-66,1,TRUE,376,Democratic,19
CHAMBLISS (R GA),2-66,6,FALSE,376,Republican,20
ISAKSON (R GA),2-66,6,FALSE,376,Republican,21
AKAKA (D HI),2-66,1,TRUE,376,Democratic,22
INOUYE (D HI),2-66,1,TRUE,376,Democratic,23
CRAIG (R ID),2-66,6,FALSE,376,Republican,24
CRAPO (R ID),2-66,6,FALSE,376,Republican,25
DURBIN (D IL),2-66,1,TRUE,376,Democratic,26
OBAMA (D IL),2-66,1,TRUE,376,Democratic,27
BAYH (D IN),2-66,1,TRUE,376,Democratic,28
LUGAR (R IN),2-66,6,FALSE,376,Republican,29
GRASSLEY (R IA),2-66,6,FALSE,376,Republican,30
HARKIN (D IA),2-66,1,TRUE,376,Democratic,31
BROWNBACK (R KS),2-66,6,FALSE,376,Republican,32
ROBERTS (R KS),2-66,6,FALSE,376,Republican,33
BUNNING (R KY),2-66,6,FALSE,376,Republican,34
MCCONNELL (R KY),2-66,6,FALSE,376,Republican,35
VITTER (R LA),2-66,6,FALSE,376,Republican,36
LANDRIEU (D LA),2-66,1,TRUE,376,Democratic,37
COLLINS (R ME),2-66,1,TRUE,376,Republican,38
SNOWE (R ME),2-66,1,TRUE,376,Republican,39
MIKULSKI (D MD),2-66,1,TRUE,376,Democratic,40
SARBANES (D MD),2-66,1,TRUE,376,Democratic,41
KENNEDY (D MA),2-66,1,TRUE,376,Democratic,42
KERRY (D MA),2-66,1,TRUE,376,Democratic,43
STABENOW (D MI),2-66,1,TRUE,376,Democratic,44
LEVIN (D MI),2-66,1,TRUE,376,Democratic,45
DAYTON (D MN),2-66,1,TRUE,376,Democratic,46
COLEMAN (R MN),2-66,6,FALSE,376,Republican,47
COCHRAN (R MS),2-66,6,FALSE,376,Republican,48
LOTT (R MS),2-66,6,FALSE,376,Republican,49
TALENT (R MO),2-66,6,FALSE,376,Republican,50
BOND (R MO),2-66,6,FALSE,376,Republican,51
BAUCUS (D MT),2-66,1,TRUE,376,Democratic,52
BURNS (R MT),2-66,1,TRUE,376,Republican,53
HAGEL (R NE),2-66,6,FALSE,376,Republican,54
NELSON (D NE),2-66,1,TRUE,376,Democratic,55
ENSIGN (R NV),2-66,6,FALSE,376,Republican,56
REID (D NV),2-66,1,TRUE,376,Democratic,57
GREGG (R NH),2-66,6,FALSE,376,Republican,58
SUNUNU (R NH),2-66,6,FALSE,376,Republican,59
MENENDEZ (D NJ),2-66,1,TRUE,376,Democratic,61
LAUTENBERG (D NJ),2-66,1,TRUE,376,Democratic,62
BINGAMAN (D NM),2-66,1,TRUE,376,Democratic,63
DOMENICI (R NM),2-66,6,FALSE,376,Republican,64
CLINTON (D NY),2-66,1,TRUE,376,Democratic,65
SCHUMER (D NY),2-66,1,TRUE,376,Democratic,66
BURR (R NC),2-66,6,FALSE,376,Republican,67
DOLE (R NC),2-66,6,FALSE,376,Republican,68
CONRAD (D ND),2-66,1,TRUE,376,Democratic,69
DORGAN (D ND),2-66,1,TRUE,376,Democratic,70
DEWINE (R OH),2-66,6,FALSE,376,Republican,71
VOINOVICH (R OH),2-66,6,FALSE,376,Republican,72
INHOFE (R OK),2-66,6,FALSE,376,Republican,73
COBURN (R OK),2-66,6,FALSE,376,Republican,74
SMITH (R OR),2-66,6,FALSE,376,Republican,75
WYDEN (D OR),2-66,1,TRUE,376,Democratic,76
SANTORUM (R PA),2-66,6,FALSE,376,Republican,77
SPECTER (R PA),2-66,6,FALSE,376,Republican,78
CHAFEE (R RI),2-66,6,FALSE,376,Republican,79
REED (D RI),2-66,1,TRUE,376,Democratic,80
DEMINT (R SC),2-66,6,FALSE,376,Republican,81
GRAHAM (R SC),2-66,6,FALSE,376,Republican,82
THUNE (R SD),2-66,6,FALSE,376,Republican,83
JOHNSON (D SD),2-66,1,TRUE,376,Democratic,84
FRIST (R TN),2-66,6,FALSE,376,Republican,85
ALEXANDER (R TN),2-66,6,FALSE,376,Republican,86
CORNYN (R TX),2-66,6,FALSE,376,Republican,87
HUTCHISON (R TX),2-66,6,FALSE,376,Republican,88
BENNETT (R UT),2-66,6,FALSE,376,Republican,89
HATCH (R UT),2-66,6,FALSE,376,Republican,90
JEFFORDS (Indep VT),2-66,1,TRUE,376,Independent,91
LEAHY (D VT),2-66,1,TRUE,376,Democratic,92
ALLEN (R VA),2-66,6,FALSE,376,Republican,93
WARNER (R VA),2-66,6,FALSE,376,Republican,94
CANTWELL (D WA),2-66,1,TRUE,376,Democratic,95
MURRAY (D WA),2-66,1,TRUE,376,Democratic,96
BYRD (D WV),2-66,1,TRUE,376,Democratic,97
ROCKEFELLER (D WV),2-66,1,TRUE,376,Democratic,98
FEINGOLD (D WI),2-66,1,TRUE,376,Democratic,99
KOHL (D WI),2-66,1,TRUE,376,Democratic,100
ENZI (R WY),2-66,6,FALSE,376,Republican,101
THOMAS (R WY),2-66,6,FALSE,376,Republican,102
SESSIONS (R AL),2-67,6,FALSE,377,Republican,2
SHELBY (R AL),2-67,6,FALSE,377,Republican,3
MURKOWSKI (R AK),2-67,6,FALSE,377,Republican,4
STEVENS (R AK),2-67,6,FALSE,377,Republican,5
KYL (R AZ),2-67,6,FALSE,377,Republican,6
MCCAIN (R AZ),2-67,6,FALSE,377,Republican,7
PRYOR (D AR),2-67,1,TRUE,377,Democratic,8
LINCOLN (D AR),2-67,1,TRUE,377,Democratic,9
BOXER (D CA),2-67,1,TRUE,377,Democratic,10
FEINSTEIN (D CA),2-67,1,TRUE,377,Democratic,11
ALLARD (R CO),2-67,6,FALSE,377,Republican,12
SALAZAR (D CO),2-67,1,TRUE,377,Democratic,13
DODD (D CT),2-67,1,TRUE,377,Democratic,14
LIEBERMAN (D CT),2-67,1,TRUE,377,Democratic,15
BIDEN (D DE),2-67,1,TRUE,377,Democratic,16
CARPER (D DE),2-67,6,FALSE,377,Democratic,17
MARTINEZ (R FL),2-67,6,FALSE,377,Republican,18
NELSON (D FL),2-67,1,TRUE,377,Democratic,19
CHAMBLISS (R GA),2-67,6,FALSE,377,Republican,20
ISAKSON (R GA),2-67,6,FALSE,377,Republican,21
AKAKA (D HI),2-67,1,TRUE,377,Democratic,22
INOUYE (D HI),2-67,1,TRUE,377,Democratic,23
CRAIG (R ID),2-67,6,FALSE,377,Republican,24
CRAPO (R ID),2-67,6,FALSE,377,Republican,25
DURBIN (D IL),2-67,1,TRUE,377,Democratic,26
OBAMA (D IL),2-67,1,TRUE,377,Democratic,27
BAYH (D IN),2-67,1,TRUE,377,Democratic,28
LUGAR (R IN),2-67,6,FALSE,377,Republican,29
GRASSLEY (R IA),2-67,6,FALSE,377,Republican,30
HARKIN (D IA),2-67,1,TRUE,377,Democratic,31
BROWNBACK (R KS),2-67,6,FALSE,377,Republican,32
ROBERTS (R KS),2-67,6,FALSE,377,Republican,33
BUNNING (R KY),2-67,6,FALSE,377,Republican,34
